from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Catania Fontanarossa,Catania,Italy,15.11,37.777,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,1893
Cancun Intl,Cancun,Mexico,-86.796,21.06,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,8003
Mwalimu Julius K Nyerere Intl,Dar Es Salaam,Tanzania,39.337,-6.797,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,7515
Dubrovnik,Dubrovnik,Croatia,18.447,42.935,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,1645
Indira Gandhi Intl,Delhi,India,77.171,28.944,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,6675
Denver Intl,Denver,United States,-104.456,40.436,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,7434
Dallas Fort Worth Intl,Dallas-fort Worth,United States,-96.397,33.494,Charles De Gaulle,Paris,France,2.916,49.021,British Airways,United Kingdom,7877
Dallas Fort Worth Intl,Dallas-fort Worth,United States,-96.397,33.494,Frankfurt Main,Frankfurt,Germany,8.905,50.044,British Airways,United Kingdom,8188
Dallas Fort Worth Intl,Dallas-fort Worth,United States,-96.397,33.494,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,7544
Dallas Fort Worth Intl,Dallas-fort Worth,United States,-96.397,33.494,Barajas,Madrid,Spain,-3.278,40.822,British Airways,United Kingdom,7889
Dallas Fort Worth Intl,Dallas-fort Worth,United States,-96.397,33.494,Licenciado Benito Juarez Intl,Mexico City,Mexico,-98.454,19.727,British Airways,United Kingdom,1544
Dallas Fort Worth Intl,Dallas-fort Worth,United States,-96.397,33.494,General Francisco J Mujica Intl,Morelia,Mexico,-100.376,20.416,British Airways,United Kingdom,1506
Domododevo,Moscow,Russia,38.51,55.681,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,2541
Doha Intl,Doha,Qatar,51.941,25.435,Bahrain Intl,Bahrain,Bahrain,51.056,26.451,British Airways,United Kingdom,143
Durban Intl,Durban,South Africa,31.584,-29.951,Cape Town Intl,Cape Town,South Africa,19.002,-33.942,British Airways,United Kingdom,1266
Durban Intl,Durban,South Africa,31.584,-29.951,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,British Airways,United Kingdom,578
Durban Intl,Durban,South Africa,31.584,-29.951,Port Elizabeth Intl,Port Elizabeth,South Africa,26.028,-33.975,British Airways,United Kingdom,688
Dusseldorf,Duesseldorf,Germany,7.277,51.482,Birmingham,Birmingham,United Kingdom,-1.581,52.756,British Airways,United Kingdom,620
Dusseldorf,Duesseldorf,Germany,7.277,51.482,Billund,Billund,Denmark,9.252,56.233,British Airways,United Kingdom,543
Dusseldorf,Duesseldorf,Germany,7.277,51.482,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,510
Dusseldorf,Duesseldorf,Germany,7.277,51.482,Manchester,Manchester,United Kingdom,-1.792,53.589,British Airways,United Kingdom,656
Dubai Intl,Dubai,United Arab Emirates,55.607,25.421,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,5482
Entebbe Intl,Entebbe,Uganda,32.739,0.07,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,6519
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,City,London,United Kingdom,0.092,51.842,British Airways,United Kingdom,563
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,631
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,563
Newark Liberty Intl,Newark,United States,-73.615,41.154,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,5505
Newark Liberty Intl,Newark,United States,-73.615,41.154,Orly,Paris,France,2.599,49.208,British Airways,United Kingdom,5783
Ministro Pistarini,Buenos Aires,Argentina,-58.227,-34.704,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,11153
Faro,Faro,Portugal,-7.944,37.024,City,London,United Kingdom,0.092,51.842,British Airways,United Kingdom,1764
Faro,Faro,Portugal,-7.944,37.024,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,1711
Fiumicino,Rome,Italy,12.417,42.34,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,1347
Fiumicino,Rome,Italy,12.417,42.34,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,1411
Firenze,Firenze,Italy,11.341,44.349,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,1121
Frankfurt Main,Frankfurt,Germany,8.905,50.044,Dallas Fort Worth Intl,Dallas-fort Worth,United States,-96.397,33.494,British Airways,United Kingdom,8188
Frankfurt Main,Frankfurt,Germany,8.905,50.044,City,London,United Kingdom,0.092,51.842,British Airways,United Kingdom,648
Frankfurt Main,Frankfurt,Germany,8.905,50.044,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,660
Frankfurt Main,Frankfurt,Germany,8.905,50.044,Changi Intl,Singapore,Singapore,104.657,1.583,British Airways,United Kingdom,10282
Owen Roberts Intl,Georgetown,Cayman Islands,-80.93,19.487,Lynden Pindling Intl,Nassau,Bahamas,-77.111,25.064,British Airways,United Kingdom,734
Gibraltar,Gibraltar,Gibraltar,-4.917,36.252,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,1769
Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,-42.74,-22.682,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,9261
Glasgow,Glasgow,United Kingdom,-4.056,56.453,City,London,United Kingdom,0.092,51.842,British Airways,United Kingdom,579
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,646
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,578
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Barajas,Madrid,Spain,-3.278,40.822,British Airways,United Kingdom,1738
Point Salines Intl,Point Salines,Grenada,-61.644,12.007,Grantley Adams Intl,Bridgetown,Barbados,-59.155,13.124,British Airways,United Kingdom,297
Genova Sestri,Genoa,Italy,9.395,44.688,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,991
Landvetter,Gothenborg,Sweden,12.466,58.104,Aarhus,Aarhus,Denmark,11.031,56.5,British Airways,United Kingdom,198
Landvetter,Gothenborg,Sweden,12.466,58.104,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,1062
George,George,South Africa,22.631,-33.343,Lanseria,Johannesburg,South Africa,28.543,-25.898,British Airways,United Kingdom,1005
Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,-46.116,-23.054,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,9449
La Aurora,Guatemala City,Guatemala,-90.213,14.972,El Salvador Intl,San Salvador,El Salvador,-88.427,13.734,British Airways,United Kingdom,236
Geneva Cointrin,Geneva,Switzerland,6.181,46.396,City,London,United Kingdom,0.092,51.842,British Airways,United Kingdom,749
Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,687
Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,754
Hannover,Hannover,Germany,10.141,52.768,Manchester,Manchester,United Kingdom,-1.792,53.589,British Airways,United Kingdom,799
Hamburg,Hamburg,Germany,10.647,54.05,Birmingham,Birmingham,United Kingdom,-1.581,52.756,British Airways,United Kingdom,822
Hamburg,Hamburg,Germany,10.647,54.05,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,762
Helsinki Vantaa,Helsinki,Finland,25.605,60.528,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,1846
Helsinki Vantaa,Helsinki,Finland,25.605,60.528,Manchester,Manchester,United Kingdom,-1.792,53.589,British Airways,United Kingdom,1809
Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,9606
Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Melbourne Intl,Melbourne,Australia,145.405,-37.456,British Airways,United Kingdom,7410
Lanseria,Johannesburg,South Africa,28.543,-25.898,George,George,South Africa,22.631,-33.343,British Airways,United Kingdom,1005
Lanseria,Johannesburg,South Africa,28.543,-25.898,Maputo,Maputo,Mozambique,32.954,-25.869,British Airways,United Kingdom,441
Tokyo Intl,Tokyo,Japan,140.299,35.92,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,9528
Harare Intl,Harare,Zimbabwe,31.154,-17.887,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,British Airways,United Kingdom,899
Hyderabad,Hyderabad,India,78.779,17.755,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,7707
Washington Dulles Intl,Washington,United States,-77.094,39.574,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,5844
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,7688
Innsbruck,Innsbruck,Austria,11.573,47.433,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,915
Inverness,Inverness,United Kingdom,-3.413,57.904,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,778
Isle Of Man,Isle Of Man,Isle of Man,-4.374,54.138,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,452
Ataturk,Istanbul,Turkey,29.357,41.628,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,2491
King Abdulaziz Intl,Jeddah,Saudi Arabia,39.26,22.132,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,4709
Jersey,Jersey,Jersey,-1.66,49.346,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,254
John F Kennedy Intl,New York,United States,-73.632,41.066,Barcelona,Barcelona,Spain,2.13,41.495,British Airways,United Kingdom,6111
John F Kennedy Intl,New York,United States,-73.632,41.066,Brussels Natl,Brussels,Belgium,4.807,51.502,British Airways,United Kingdom,5842
John F Kennedy Intl,New York,United States,-73.632,41.066,Charles De Gaulle,Paris,France,2.916,49.021,British Airways,United Kingdom,5819
John F Kennedy Intl,New York,United States,-73.632,41.066,City,London,United Kingdom,0.092,51.842,British Airways,United Kingdom,5523
John F Kennedy Intl,New York,United States,-73.632,41.066,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,5512
John F Kennedy Intl,New York,United States,-73.632,41.066,Barajas,Madrid,Spain,-3.278,40.822,British Airways,United Kingdom,5736
John F Kennedy Intl,New York,United States,-73.632,41.066,Manchester,Manchester,United Kingdom,-1.792,53.589,British Airways,United Kingdom,5345
John F Kennedy Intl,New York,United States,-73.632,41.066,Malpensa,Milano,Italy,9.213,46.051,British Airways,United Kingdom,6387
Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,Cape Town Intl,Cape Town,South Africa,19.002,-33.942,British Airways,United Kingdom,1299
Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,Durban Intl,Durban,South Africa,31.584,-29.951,British Airways,United Kingdom,578
Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,Harare Intl,Harare,Zimbabwe,31.154,-17.887,British Airways,United Kingdom,899
Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,9040
Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,Livingstone,Livingstone,Zambia,26.371,-17.703,British Airways,United Kingdom,899
Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,Kruger Mpumalanga International Airport,Mpumalanga,South Africa,31.176,-24.972,British Airways,United Kingdom,285
Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,Sir Seewoosagur Ramgoolam Intl,Plaisance,Mauritius,58.139,-20.051,British Airways,United Kingdom,3101
Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,Port Elizabeth Intl,Port Elizabeth,South Africa,26.028,-33.975,British Airways,United Kingdom,962
Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,Victoria Falls Intl,Victoria Falls,Zimbabwe,26.398,-17.494,British Airways,United Kingdom,921
Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,Windhoek Hosea Kutako International Airport ,Windhoek,Namibia,17.77,-22.145,British Airways,United Kingdom,1146
Boryspil Intl,Kiev,Ukraine,31.491,50.575,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,2188
Norman Manley Intl,Kingston,Jamaica,-76.646,18.559,Gatwick,London,United Kingdom,0.349,51.246,British Airways,United Kingdom,7512
Kuwait Intl,Kuwait,Kuwait,48.614,29.377,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,4689
Luanda 4 De Fevereiro,Luanda,Angola,13.385,-8.764,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,6856
Mc Carran Intl,Las Vegas,United States,-114.588,36.133,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,8355
Los Angeles Intl,Los Angeles,United States,-118.014,34.57,Auckland Intl,Auckland,New Zealand,175.319,-36.347,British Airways,United Kingdom,10476
Los Angeles Intl,Los Angeles,United States,-118.014,34.57,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,8675
Los Angeles Intl,Los Angeles,United States,-118.014,34.57,Barajas,Madrid,Spain,-3.278,40.822,British Airways,United Kingdom,9304
Larnaca,Larnaca,Cyprus,34.041,35.458,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,3248
City,London,United Kingdom,0.092,51.842,Malaga,Malaga,Spain,-4.166,37.124,British Airways,United Kingdom,1670
City,London,United Kingdom,0.092,51.842,Schiphol,Amsterdam,Netherlands,5.273,52.514,British Airways,United Kingdom,361
City,London,United Kingdom,0.092,51.842,Arlanda,Stockholm,Sweden,18.531,60.086,British Airways,United Kingdom,1460
City,London,United Kingdom,0.092,51.842,Barcelona,Barcelona,Spain,2.13,41.495,British Airways,United Kingdom,1160
City,London,United Kingdom,0.092,51.842,Aix Les Bains,Chambery,France,6.467,46.063,British Airways,United Kingdom,792
City,London,United Kingdom,0.092,51.842,Kastrup,Copenhagen,Denmark,13.093,56.029,British Airways,United Kingdom,967
City,London,United Kingdom,0.092,51.842,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,British Airways,United Kingdom,563
City,London,United Kingdom,0.092,51.842,Faro,Faro,Portugal,-7.944,37.024,British Airways,United Kingdom,1764
City,London,United Kingdom,0.092,51.842,Frankfurt Main,Frankfurt,Germany,8.905,50.044,British Airways,United Kingdom,648
City,London,United Kingdom,0.092,51.842,Glasgow,Glasgow,United Kingdom,-4.056,56.453,British Airways,United Kingdom,579
City,London,United Kingdom,0.092,51.842,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,British Airways,United Kingdom,749
City,London,United Kingdom,0.092,51.842,Barajas,Madrid,Spain,-3.278,40.822,British Airways,United Kingdom,1251
City,London,United Kingdom,0.092,51.842,Cote D Azur,Nice,France,7.359,44.097,British Airways,United Kingdom,1015
City,London,United Kingdom,0.092,51.842,Shannon,Shannon,Ireland,-8.875,53.169,British Airways,United Kingdom,624
City,London,United Kingdom,0.092,51.842,Zurich,Zurich,Switzerland,8.915,47.774,British Airways,United Kingdom,777
Pulkovo,St. Petersburg,Russia,30.437,60.333,Heathrow,London,United Kingdom,-0.103,51.795,British Airways,United Kingdom,2094
Gatwick,London,United Kingdom,0.349,51.246,Dyce,Aberdeen,United Kingdom,-1.663,57.336,British Airways,United Kingdom,689
Gatwick,London,United Kingdom,0.349,51.246,Malaga,Malaga,Spain,-4.166,37.124,British Airways,United Kingdom,1610
Gatwick,London,United Kingdom,0.349,51.246,Schiphol,Amsterdam,Netherlands,5.273,52.514,British Airways,United Kingdom,366
Gatwick,London,United Kingdom,0.349,51.246,V C Bird Intl,Antigua,Antigua and Barbuda,-61.655,17.227,British Airways,United Kingdom,6585
Gatwick,London,United Kingdom,0.349,51.246,Bermuda Intl,Bermuda,Bermuda,-64.465,32.606,British Airways,United Kingdom,5544
Gatwick,London,United Kingdom,0.349,51.246,Grantley Adams Intl,Bridgetown,Barbados,-59.155,13.124,British Airways,United Kingdom,6770
Gatwick,London,United Kingdom,0.349,51.246,Bologna,Bologna,Italy,11.481,44.892,British Airways,United Kingdom,1085
Gatwick,London,United Kingdom,0.349,51.246,Merignac,Bordeaux,France,-0.526,45.38,British Airways,United Kingdom,655
Gatwick,London,United Kingdom,0.349,51.246,Ferihegy,Budapest,Hungary,19.425,47.728,British Airways,United Kingdom,1427
Gatwick,London,United Kingdom,0.349,51.246,Catania Fontanarossa,Catania,Italy,15.11,37.777,British Airways,United Kingdom,1893
Gatwick,London,United Kingdom,0.349,51.246,Cancun Intl,Cancun,Mexico,-86.796,21.06,British Airways,United Kingdom,8003
Gatwick,London,United Kingdom,0.349,51.246,Dubrovnik,Dubrovnik,Croatia,18.447,42.935,British Airways,United Kingdom,1645
Gatwick,London,United Kingdom,0.349,51.246,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,British Airways,United Kingdom,631
Gatwick,London,United Kingdom,0.349,51.246,Faro,Faro,Portugal,-7.944,37.024,British Airways,United Kingdom,1711
Gatwick,London,United Kingdom,0.349,51.246,Fiumicino,Rome,Italy,12.417,42.34,British Airways,United Kingdom,1347
Gatwick,London,United Kingdom,0.349,51.246,Firenze,Firenze,Italy,11.341,44.349,British Airways,United Kingdom,1121
Gatwick,London,United Kingdom,0.349,51.246,Glasgow,Glasgow,United Kingdom,-4.056,56.453,British Airways,United Kingdom,646
Gatwick,London,United Kingdom,0.349,51.246,Genova Sestri,Genoa,Italy,9.395,44.688,British Airways,United Kingdom,991
Gatwick,London,United Kingdom,0.349,51.246,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,British Airways,United Kingdom,687
Gatwick,London,United Kingdom,0.349,51.246,Innsbruck,Innsbruck,Austria,11.573,47.433,British Airways,United Kingdom,915
Gatwick,London,United Kingdom,0.349,51.246,Inverness,Inverness,United Kingdom,-3.413,57.904,British Airways,United Kingdom,778
Gatwick,London,United Kingdom,0.349,51.246,Isle Of Man,Isle Of Man,Isle of Man,-4.374,54.138,British Airways,United Kingdom,452
Gatwick,London,United Kingdom,0.349,51.246,Jersey,Jersey,Jersey,-1.66,49.346,British Airways,United Kingdom,254
Gatwick,London,United Kingdom,0.349,51.246,Norman Manley Intl,Kingston,Jamaica,-76.646,18.559,British Airways,United Kingdom,7512
Gatwick,London,United Kingdom,0.349,51.246,Manchester,Manchester,United Kingdom,-1.792,53.589,British Airways,United Kingdom,298
Gatwick,London,United Kingdom,0.349,51.246,Sangster Intl,Montego Bay,Jamaica,-77.856,18.839,British Airways,United Kingdom,7572
Gatwick,London,United Kingdom,0.349,51.246,Orlando Intl,Orlando,United States,-80.849,28.715,British Airways,United Kingdom,6971
Gatwick,London,United Kingdom,0.349,51.246,Male Intl,Male,Maldives,73.881,4.319,British Airways,United Kingdom,8491
Gatwick,London,United Kingdom,0.349,51.246,Provence,Marseille,France,5.356,43.725,British Airways,United Kingdom,916
Gatwick,London,United Kingdom,0.349,51.246,Sir Seewoosagur Ramgoolam Intl,Plaisance,Mauritius,58.139,-20.051,British Airways,United Kingdom,9713
Gatwick,London,United Kingdom,0.349,51.246,Capodichino,Naples,Italy,14.484,41.476,British Airways,United Kingdom,1530
Gatwick,London,United Kingdom,0.349,51.246,Nurnberg,Nuernberg,Germany,11.111,49.831,British Airways,United Kingdom,775
Gatwick,London,United Kingdom,0.349,51.246,Pristina,Pristina,Serbia,21.059,42.954,British Airways,United Kingdom,1809
Gatwick,London,United Kingdom,0.349,51.246,Menara,Marrakech,Morocco,-7.394,32.011,British Airways,United Kingdom,2230
Gatwick,London,United Kingdom,0.349,51.246,Makedonia,Thessaloniki,Greece,23.618,40.866,British Airways,United Kingdom,2120
Gatwick,London,United Kingdom,0.349,51.246,Salzburg,Salzburg,Austria,13.007,48.322,British Airways,United Kingdom,963
Gatwick,London,United Kingdom,0.349,51.246,Tirana Rinas,Tirana,Albania,20.2,41.691,British Airways,United Kingdom,1845
Gatwick,London,United Kingdom,0.349,51.246,Tampa Intl,Tampa,United States,-82.223,28.625,British Airways,United Kingdom,7071
Gatwick,London,United Kingdom,0.349,51.246,Torino,Torino,Italy,8.082,45.334,British Airways,United Kingdom,870
Gatwick,London,United Kingdom,0.349,51.246,Carthage,Tunis,Tunisia,10.378,37.418,British Airways,United Kingdom,1728
Gatwick,London,United Kingdom,0.349,51.246,Hewanorra Intl,Hewandorra,Saint Lucia,-60.921,14.221,British Airways,United Kingdom,6794
Gatwick,London,United Kingdom,0.349,51.246,Venezia Tessera,Venice,Italy,12.586,45.842,British Airways,United Kingdom,1080
Gatwick,London,United Kingdom,0.349,51.246,Villafranca,Villafranca,Italy,11.48,45.659,British Airways,United Kingdom,1027
Heathrow,London,United Kingdom,-0.103,51.795,Nnamdi Azikiwe Intl,Abuja,Nigeria,7.438,9.011,British Airways,United Kingdom,4806
Heathrow,London,United Kingdom,-0.103,51.795,Dyce,Aberdeen,United Kingdom,-1.663,57.336,British Airways,United Kingdom,624
Heathrow,London,United Kingdom,-0.103,51.795,Kotoka Intl,Accra,Ghana,0.388,6.008,British Airways,United Kingdom,5091
Heathrow,London,United Kingdom,-0.103,51.795,Houari Boumediene,Algier,Algeria,3.359,37.151,British Airways,United Kingdom,1650
Heathrow,London,United Kingdom,-0.103,51.795,Queen Alia Intl,Amman,Jordan,36.655,32.204,British Airways,United Kingdom,3676
Heathrow,London,United Kingdom,-0.103,51.795,Schiphol,Amsterdam,Netherlands,5.273,52.514,British Airways,United Kingdom,375
Heathrow,London,United Kingdom,-0.103,51.795,Arlanda,Stockholm,Sweden,18.531,60.086,British Airways,United Kingdom,1473
Heathrow,London,United Kingdom,-0.103,51.795,Eleftherios Venizelos Intl,Athens,Greece,24.574,38.56,British Airways,United Kingdom,2410
Heathrow,London,United Kingdom,-0.103,51.795,Hartsfield Jackson Atlanta Intl,Atlanta,United States,-84.047,34.061,British Airways,United Kingdom,6714
Heathrow,London,United Kingdom,-0.103,51.795,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,55.085,24.721,British Airways,United Kingdom,5504
Heathrow,London,United Kingdom,-0.103,51.795,Bahrain Intl,Bahrain,Bahrain,51.056,26.451,British Airways,United Kingdom,5091
Heathrow,London,United Kingdom,-0.103,51.795,Barcelona,Barcelona,Spain,2.13,41.495,British Airways,United Kingdom,1157
Heathrow,London,United Kingdom,-0.103,51.795,Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,British Airways,United Kingdom,9536
Heathrow,London,United Kingdom,-0.103,51.795,Bangalore,Bangalore,India,78.113,13.583,British Airways,United Kingdom,8017
Heathrow,London,United Kingdom,-0.103,51.795,Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,British Airways,United Kingdom,7223
Heathrow,London,United Kingdom,-0.103,51.795,General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,British Airways,United Kingdom,5192
Heathrow,London,United Kingdom,-0.103,51.795,Brussels Natl,Brussels,Belgium,4.807,51.502,British Airways,United Kingdom,340
Heathrow,London,United Kingdom,-0.103,51.795,EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,British Airways,United Kingdom,711
Heathrow,London,United Kingdom,-0.103,51.795,Ferihegy,Budapest,Hungary,19.425,47.728,British Airways,United Kingdom,1468
Heathrow,London,United Kingdom,-0.103,51.795,Baltimore Washington Intl,Baltimore,United States,-76.448,39.292,British Airways,United Kingdom,5822
Heathrow,London,United Kingdom,-0.103,51.795,Cairo Intl,Cairo,Egypt,31.675,30.203,British Airways,United Kingdom,3538
Heathrow,London,United Kingdom,-0.103,51.795,Charles De Gaulle,Paris,France,2.916,49.021,British Airways,United Kingdom,375
Heathrow,London,United Kingdom,-0.103,51.795,Kastrup,Copenhagen,Denmark,13.093,56.029,British Airways,United Kingdom,981
Heathrow,London,United Kingdom,-0.103,51.795,Cape Town Intl,Cape Town,South Africa,19.002,-33.942,British Airways,United Kingdom,9713
Heathrow,London,United Kingdom,-0.103,51.795,Mwalimu Julius K Nyerere Intl,Dar Es Salaam,Tanzania,39.337,-6.797,British Airways,United Kingdom,7515
Heathrow,London,United Kingdom,-0.103,51.795,Indira Gandhi Intl,Delhi,India,77.171,28.944,British Airways,United Kingdom,6675
Heathrow,London,United Kingdom,-0.103,51.795,Denver Intl,Denver,United States,-104.456,40.436,British Airways,United Kingdom,7434
Heathrow,London,United Kingdom,-0.103,51.795,Dallas Fort Worth Intl,Dallas-fort Worth,United States,-96.397,33.494,British Airways,United Kingdom,7544
Heathrow,London,United Kingdom,-0.103,51.795,Domododevo,Moscow,Russia,38.51,55.681,British Airways,United Kingdom,2541
Heathrow,London,United Kingdom,-0.103,51.795,Dusseldorf,Duesseldorf,Germany,7.277,51.482,British Airways,United Kingdom,510
Heathrow,London,United Kingdom,-0.103,51.795,Dubai Intl,Dubai,United Arab Emirates,55.607,25.421,British Airways,United Kingdom,5482
Heathrow,London,United Kingdom,-0.103,51.795,Entebbe Intl,Entebbe,Uganda,32.739,0.07,British Airways,United Kingdom,6519
Heathrow,London,United Kingdom,-0.103,51.795,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,British Airways,United Kingdom,563
Heathrow,London,United Kingdom,-0.103,51.795,Newark Liberty Intl,Newark,United States,-73.615,41.154,British Airways,United Kingdom,5505
Heathrow,London,United Kingdom,-0.103,51.795,Ministro Pistarini,Buenos Aires,Argentina,-58.227,-34.704,British Airways,United Kingdom,11153
Heathrow,London,United Kingdom,-0.103,51.795,Fiumicino,Rome,Italy,12.417,42.34,British Airways,United Kingdom,1411
Heathrow,London,United Kingdom,-0.103,51.795,Frankfurt Main,Frankfurt,Germany,8.905,50.044,British Airways,United Kingdom,660
Heathrow,London,United Kingdom,-0.103,51.795,Gibraltar,Gibraltar,Gibraltar,-4.917,36.252,British Airways,United Kingdom,1769
Heathrow,London,United Kingdom,-0.103,51.795,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,-42.74,-22.682,British Airways,United Kingdom,9261
Heathrow,London,United Kingdom,-0.103,51.795,Glasgow,Glasgow,United Kingdom,-4.056,56.453,British Airways,United Kingdom,578
Heathrow,London,United Kingdom,-0.103,51.795,Landvetter,Gothenborg,Sweden,12.466,58.104,British Airways,United Kingdom,1062
Heathrow,London,United Kingdom,-0.103,51.795,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,-46.116,-23.054,British Airways,United Kingdom,9449
Heathrow,London,United Kingdom,-0.103,51.795,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,British Airways,United Kingdom,754
Heathrow,London,United Kingdom,-0.103,51.795,Hamburg,Hamburg,Germany,10.647,54.05,British Airways,United Kingdom,762
Heathrow,London,United Kingdom,-0.103,51.795,Helsinki Vantaa,Helsinki,Finland,25.605,60.528,British Airways,United Kingdom,1846
Heathrow,London,United Kingdom,-0.103,51.795,Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,British Airways,United Kingdom,9606
Heathrow,London,United Kingdom,-0.103,51.795,Tokyo Intl,Tokyo,Japan,140.299,35.92,British Airways,United Kingdom,9528
