"cti".1	"mp.name"
153526.2	"TOCOPHEROL DL ALPHA"
153535.2	"NITROGLYCERINUM"
153544.2	"NITROGLYCERINUM"
153553.2	"IDARUBICIN HYDROCHLORIDE"
153605.2	"MANGANI GLUCONAS"
153605.2	"NITROGEN"
153614.2	"NITROGEN"
153614.2	"ZINC GLUCONATE"
153623.2	"IODINE"
153623.2	"NITROGEN"
153632.2	"COBALTI GLUCONAS"
153632.2	"MANGANI GLUCONAS"
153632.2	"NITROGEN"
153641.2	"GLUCONAS CU"
153641.2	"NITROGEN"
153657.2	"KALII GLUCONAS"
153657.2	"NITROGEN"
153666.2	"GLUCONAS CU"
153666.2	"NITROGEN"
153666.2	"ZINC GLUCONATE"
153675.2	"COBALTI GLUCONAS"
153675.2	"NICCOLI GLUCONAS"
153675.2	"NITROGEN"
153675.2	"ZINC GLUCONATE"
153684.2	"LITHII GLUCONAS"
153684.2	"NITROGEN"
153693.2	"GLUCONAS CU"
153693.2	"MANGANI GLUCONAS"
153693.2	"NITROGEN"
153702.2	"NITROGEN"
153702.2	"SODIUM FLUORIDE"
153711.2	"MAGNESIUM GLUCONATE"
153711.2	"NITROGEN"
153727.2	"COBALTI GLUCONAS"
153727.2	"NITROGEN"
153736.2	"NITROGEN"
153736.2	"SODIUM (DI) PHOSPATE"
153754.2	"COBALTI GLUCONAS"
153754.2	"GLUCONAS CU"
153754.2	"MANGANI GLUCONAS"
153754.2	"NITROGEN"
153806.2	"DIMETINDENE MALEATE"
153806.2	"PHENYLEPHRINE"
153815.2	"DIMETINDENE MALEATE"
153815.2	"PHENYLEPHRINE"
153851.2	"BETIATIDUM"
153851.2	"STANNOSI CHLORIDUM"
153885.2	"SODIUM PYROPHOSPHATE"
153885.2	"STANNOSI CHLORIDUM"
153894.2	"DIMERCAPTOSUCCINICUM ACIDUM"
153894.2	"STANNOSI CHLORIDUM"
153937.2	"LODOXAMIDE TROMETAMOL"
153991.2	"HEXAMIDINE DIISETIONATE"
154086.2	"CLARITHROMYCINE"
154095.2	"IMMUNOGLOBULIN HUMAN POLYVALENT"
154201.2	"GLUCOSE (ANHYDROUS)"
154296.2	"GADOPENTETATE DIMEGLUMINE"
154305.2	"GADOPENTETATE DIMEGLUMINE"
154341.2	"ALTEPLASE"
154375.2	"AMOXICILLIN (TRIHYDRATE)"
154463.2	"ETIDRONATE DISODIUM"
154481.2	"FACTOR VIII HUMAN WITH FACTOR VON WILLEBRAND"
154533.2	"LEVOCABASTINE HYDROCHLORIDE"
154567.2	"LEVOCABASTINE HYDROCHLORIDE"
154585.2	"CEFUROXIME AXETIL"
154594.2	"MACROGOL 4000"
154594.2	"POTASSIUM CHLORIDE"
154594.2	"SODIUM CHLORIDE"
154594.2	"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)"
154673.2	"CETIRIZINE (DI)HYDROCHLORIDE"
154716.2	"MOLYBDENUM (99 MO) ADSORBED ON ALUMINIUM"
154734.2	"DEXTROMETHORPHAN HYDROBROMIDE"
154777.2	"SODIUM (DI) PHOSPATE"
154777.2	"TAUROSELCHOLICUM ACIDUM (SE-75)"
154804.2	"FLUCLOXACILLIN MAGNESIUM"
154822.2	"TRANEXAMIC ACID"
154831.2	"ESTRADIOL"
154847.2	"FILGRASTIM (R-MET HU G-CSF)"
154883.2	"GLUCOSE (ANHYDROUS)"
154901.2	"FILGRASTIM (R-MET HU G-CSF)"
154987.2	"GLUCOSE (ANHYDROUS)"
155145.2	"KETOPROFEN"
155303.2	"VANCOMYCIN HYDROCHLORIDE"
155337.2	"VIGABATRIN"
155346.2	"BISOPROLOL (HEMI)FUMARATE"
155364.2	"BROMHEXINE HYDROCHLORIDE"
155565.2	"NAPROXEN"
155583.2	"NAPROXEN"
155653.2	"TUBERCULINS (= BCG) (= BACILLUS CALMETTE-GUERIN)"
155705.2	"TERBINAFINE HYDROCHLORIDE"
155732.2	"MICONAZOLE NITRATE"
155732.2	"ZINC OXYDE"
155836.2	"ISRADIPINE"
155845.2	"HYDROCORTISONE ACETATE"
155854.2	"FLUCONAZOLE"
155897.2	"CALCIUM CHLORIDE (DIHYDRATE)"
155897.2	"NATRII LACTAS"
155897.2	"POTASSIUM CHLORIDE"
155897.2	"SODIUM CHLORIDE"
155933.2	"CALCIUM CHLORIDE (DIHYDRATE)"
155933.2	"NATRII LACTAS"
155933.2	"POTASSIUM CHLORIDE"
155933.2	"SODIUM CHLORIDE"
155942.2	"NICOTINE (RESINATE)"
156003.2	"ALGELDRATUM"
156003.2	"MAGNESIUM HYDROXIDE"
156037.2	"BUDESONIDE"
156046.2	"BUDESONIDE"
156055.2	"MESALAZINE"
156116.2	"LACTULOSE"
156134.2	"ESTRADIOL"
156134.2	"NORETHISTERONE ACETATE"
156195.2	"NATRII HYPOCHLORITIS (EN CHLORE ACTIF)"
156204.2	"ESTRADIOL"
156222.2	"BROMAZEPAM"
156256.2	"DEXTROMETHORPHAN HYDROBROMIDE"
156283.2	"BENZOYL PEROXIDE"
156317.2	"TORASEMIDE"
156344.2	"BROMAZEPAM"
156362.2	"OCTREOTIDUM"
156371.2	"DILTIAZEM HYDROCHLORIDE"
156484.2	"PO(LY)VIDONE-IODINE"
156493.2	"KETOROLAC TROMETHAMOL"
156545.2	"ESTRADIOL"
156597.2	"MESALAZINE"
156606.2	"MESALAZINE"
156615.2	"PO(LY)VIDONE-IODINE"
156624.2	"PO(LY)VIDONE-IODINE"
156651.2	"OFLOXACIN HYDROCHLORIDE"
156712.2	"PARACETAMOL"
156807.2	"PRAVASTATIN SODIUM"
156825.2	"OFLOXACIN"
156834.2	"UROKINASE"
156861.2	"PRAVASTATIN SODIUM"
156895.2	"PIRACETAM"
156922.2	"CILAZAPRIL"
156956.2	"CILAZAPRIL"
156974.2	"RANITIDINE HYDROCHLORIDE"
157053.2	"SOMATROPIN"
157114.2	"CETRIMIDE"
157114.2	"LIDOCAINE"
157114.2	"TYROTHRICIN"
157193.2	"STRONTIUM(SR-89) CHLORIDE"
157202.2	"ASCORBATE CALCIUM"
157202.2	"ASCORBIC ACID"
157272.2	"MESALAZINE"
157324.2	"SERTRALINE HYDROCHLORIDE"
157351.2	"SERTRALINE HYDROCHLORIDE"
157385.2	"TROXERUTINE"
157394.2	"SULCONAZOLE NITRATE"
157421.2	"NICARDIPINE HYDROCHLORIDE"
157473.2	"SUMATRIPTAN SUCCINATE"
157482.2	"MOCLOBEMIDE"
157577.2	"SODIUM PICOSULFATE"
157586.2	"PIROXICAM-BETA-CYCLODEXTRINUM"
157631.2	"TAMOXIFEN CITRATE"
157665.2	"RANITIDINE HYDROCHLORIDE"
157726.2	"IBUPROFEN"
157735.2	"IBUPROFEN"
157796.2	"GLUCOSE (ANHYDROUS)"
157805.2	"IBUPROFEN"
157832.2	"CHLORHEXIDINE HYDROCHLORIDE"
157893.2	"GLUCOSE (ANHYDROUS)"
157927.2	"FOSINOPRIL SODIUM"
157954.2	"GLUCOSE (ANHYDROUS)"
157972.2	"FENOFIBRATE"
158042.2	"GLYCOPYRRONIUM BROMIDE"
158042.2	"NEOSTIGMINE METILSULFATE"
158067.2	"IBUPROFEN"
158146.2	"PIROXICAM"
158182.2	"INDIUM (IN-111)-CA-DTPA COMPLEX"
158207.2	"DIGOXIN"
158295.2	"DIGOXIN"
158304.2	"LORAZEPAM"
158313.2	"FERROUS GLUCONATE"
158331.2	"NICARDIPINE HYDROCHLORIDE"
158356.2	"CHLORPHENAMINE MALEATE"
158365.2	"THEOPHYLLINE"
158374.2	"LATEX NATUREL"
158401.2	"ENOXOLONE"
158426.2	"FRAMYCETIN SULFATE"
158426.2	"HYDROCORTISONE ACETATE"
158505.2	"BISACODYL"
158505.2	"DOCUSATE SODIUM"
158566.2	"EPIRUBICIN HYDROCHLORIDE"
158575.2	"DIMETINDENE MALEATE"
158575.2	"PHENYLEPHRINE"
158593.2	"TIBOLONE"
158706.2	"SODIUM CROMOGLICATE"
158724.2	"HAEMOPHILUS INFLUENZA B POLYSACCHARIDES CONJUGATED TO TETANUS TOXOID"
158733.2	"CALCIUM CHLORIDE (DIHYDRATE)"
158733.2	"GLUCOSE (ANHYDROUS)"
158733.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
158733.2	"NATRII LACTAS"
158733.2	"SODIUM CHLORIDE"
158751.2	"CHLORHEXIDINE HYDROCHLORIDE"
158776.2	"NADROPARIN CALCIUM"
158785.2	"NADROPARIN CALCIUM"
158794.2	"CALCIUM CHLORIDE (DIHYDRATE)"
158794.2	"GLUCOSE (ANHYDROUS)"
158794.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
158794.2	"NATRII LACTAS"
158794.2	"SODIUM CHLORIDE"
158803.2	"CALCIUM CHLORIDE (DIHYDRATE)"
158803.2	"GLUCOSE (ANHYDROUS)"
158803.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
158803.2	"NATRII LACTAS"
158803.2	"SODIUM CHLORIDE"
158812.2	"CALCIUM CHLORIDE (DIHYDRATE)"
158812.2	"GLUCOSE (ANHYDROUS)"
158812.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
158812.2	"NATRII LACTAS"
158812.2	"SODIUM CHLORIDE"
158821.2	"CALCIUM CHLORIDE (DIHYDRATE)"
158821.2	"GLUCOSE (ANHYDROUS)"
158821.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
158821.2	"NATRII LACTAS"
158821.2	"SODIUM CHLORIDE"
158855.2	"CYCLOPHOSPHAMIDE"
158864.2	"CYCLOPHOSPHAMIDE"
158873.2	"CYCLOPHOSPHAMIDE"
158916.2	"NIFLUMIC ACID"
158943.2	"LACIDIPINE"
158952.2	"LACIDIPINE"
158986.2	"FOSCARNET SODIUM"
159004.2	"NAPHAZOLINE NITRATE"
159047.2	"DOMPERIDONE"
159056.2	"IBUPROFEN"
159092.2	"TERBINAFINE HYDROCHLORIDE"
159144.2	"NIFEDIPINE"
159153.2	"DEPALLETHRINUM"
159153.2	"PIPERONYL BUTOXIDE"
159187.2	"ALFACALCIDOL"
159205.2	"NAPHAZOLINE HYDROCHLORIDE"
159214.2	"ACETYLCYSTEINE"
159232.2	"ESTRIOL"
159266.2	"CODEINE PHOSPHATE HEMIHYDRATE"
159266.2	"PARACETAMOL"
159275.2	"KETOTIFEN FUMARATE"
159302.2	"METHYLPREDNISOLONE ACEPONATE"
159311.2	"METHYLPREDNISOLONE ACEPONATE"
159327.2	"METHYLPREDNISOLONE ACEPONATE"
159345.2	"AMOXICILLIN (TRIHYDRATE)"
159345.2	"CLAVULANIC ACID (AS POTASSIUM CLAVULANATE)"
159381.2	"CYPROTERONE ACETATE"
159381.2	"ESTRADIOL VALERATE"
159397.2	"IMMUNOGLOBULINUM HUMANUM CMV"
159406.2	"IMMUNOGLOBULINUM HUMANUM CMV"
159415.2	"IMMUNOGLOBULINUM HUMANUM CMV"
159433.2	"AZELASTINE HYDROCHLORIDE"
159512.2	"GRANISETRON HYDROCHLORIDE"
159537.2	"GLYCOL SALICYLATE"
159537.2	"LIDOCAINE HYDROCHLORIDE"
159537.2	"METHYL NICOTINATE"
159546.2	"ACETYLCYSTEINE"
159546.2	"ALANINE"
159546.2	"ARGININE"
159546.2	"GLYCINE"
159546.2	"HISTIDINE"
159546.2	"ISOLEUCINE"
159546.2	"LEUCINE"
159546.2	"LYSINE ACETATE"
159546.2	"MALIC ACID"
159546.2	"METHIONINE"
159546.2	"PHENYLALANINE"
159546.2	"PROLINE"
159546.2	"SERINE"
159546.2	"THREONINE"
159546.2	"TRYPTOPHAN"
159546.2	"VALINE"
159555.2	"ACETYLCYSTEINE"
159555.2	"ALANINE"
159555.2	"ARGININE"
159555.2	"GLYCINE"
159555.2	"HISTIDINE"
159555.2	"ISOLEUCINE"
159555.2	"LEUCINE"
159555.2	"LYSINE ACETATE"
159555.2	"MALIC ACID"
159555.2	"METHIONINE"
159555.2	"PHENYLALANINE"
159555.2	"PROLINE"
159555.2	"SERINE"
159555.2	"THREONINE"
159555.2	"TRYPTOPHAN"
159555.2	"VALINE"
159695.2	"LANSOPRAZOLE"
159765.2	"PAROXETINE HYDROCHLORIDE"
159774.2	"PAROXETINE HYDROCHLORIDE"
159801.2	"MUPIROCIN CALCIUM"
159817.2	"CABERGOLINE"
159835.2	"LORATADINE"
159957.2	"METRONIDAZOLE"
159975.2	"BUDESONIDE"
159984.2	"CHLORHEXIDINE GLUCONATE"
160106.2	"VERAPAMIL HYDROCHLORIDE"
160115.2	"VERAPAMIL HYDROCHLORIDE"
160124.2	"FINASTERIDE"
160133.2	"SOMATORELINI ACETAS"
160167.2	"CARBOCISTEINE"
160176.2	"EPIRUBICIN HYDROCHLORIDE"
160185.2	"EPIRUBICIN HYDROCHLORIDE"
160194.2	"EPIRUBICIN HYDROCHLORIDE"
160237.2	"METHOTREXATE"
160282.2	"MINOCYCLINE HYDROCHLORIDE"
160307.2	"SALMONELLA TYPHI POLYOSIDES CAPSULAIRES VI"
160325.2	"MINOCYCLINE HYDROCHLORIDE"
160334.2	"BETAXOLOL HYDROCHLORIDE"
160352.2	"ADRENALINE (BI)TARTRATE (= EPINEPHRINE BITARTRATE)"
160352.2	"LIDOCAINE HYDROCHLORIDE"
160377.2	"PARAFFIN  LIQUID"
160377.2	"VASELINUM FLAVUM - ALBUM"
160377.2	"WOOL FAT"
160413.2	"FLUCONAZOLE"
160422.2	"FLUCONAZOLE"
160526.2	"TINZAPARIN SODIUM"
160562.2	"NITROGLYCERINUM"
160571.2	"NITROGLYCERINUM"
160587.2	"NITROGLYCERINUM"
160614.2	"INTERFERON GAMMA 1B R-HU"
160623.2	"INDOMETACIN"
160912.2	"SODIUM PICOSULFATE"
160964.2	"PARACETAMOL"
160973.2	"MACROGOL 3350"
160973.2	"POTASSIUM CHLORIDE"
160973.2	"SODIUM CHLORIDE"
160973.2	"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)"
160973.2	"SODIUM SULFATE"
160982.2	"COLLAGENASUM"
161061.2	"FLUOROURACIL"
161131.2	"NICOTINE"
161147.2	"NICOTINE"
161156.2	"NICOTINE"
161296.2	"PIROXICAM-BETA-CYCLODEXTRINUM"
161341.2	"ACETYLCYSTEINE"
161384.2	"ACETYLCYSTEINE"
161402.2	"PERMETHRIN"
161472.2	"SOYA OIL"
161524.2	"ZIDOVUDINE"
161533.2	"ACICLOVIR"
161716.2	"ASCORBATE SODIUM"
161716.2	"LEUCINE"
161716.2	"LYSINE HYDROCHLORIDE"
161716.2	"MAGNESIUM ASPARTATE"
161716.2	"PHENYLALANINE"
161716.2	"VALINE"
161786.2	"HYDROGEN PEROXIDE (H2O2)"
161822.2	"IMMUNOGLOBULINUM HUMANUM CMV"
161831.2	"IMMUNOGLOBULINUM HUMANUM CMV"
161847.2	"IMMUNOGLOBULINUM HUMANUM CMV"
161944.2	"ENOXAPARIN SODIUM"
161953.2	"ENOXAPARIN SODIUM"
162014.2	"CHLORHEXIDINE HYDROCHLORIDE"
162057.2	"PERMETHRIN"
162145.2	"CALCIUM CHLORIDE (DIHYDRATE)"
162145.2	"GLUCOSE (ANHYDROUS)"
162145.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
162145.2	"NATRII LACTAS"
162145.2	"SODIUM CHLORIDE"
162154.2	"CALCIUM CHLORIDE (DIHYDRATE)"
162154.2	"GLUCOSE (ANHYDROUS)"
162154.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
162154.2	"NATRII LACTAS"
162154.2	"SODIUM CHLORIDE"
162163.2	"CALCIUM CHLORIDE (DIHYDRATE)"
162163.2	"GLUCOSE (ANHYDROUS)"
162163.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
162163.2	"NATRII LACTAS"
162163.2	"SODIUM CHLORIDE"
162224.2	"CALCIUM CHLORIDE (DIHYDRATE)"
162224.2	"GLUCOSE (ANHYDROUS)"
162224.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
162224.2	"NATRII LACTAS"
162224.2	"SODIUM CHLORIDE"
162233.2	"CALCIUM CHLORIDE (DIHYDRATE)"
162233.2	"GLUCOSE (ANHYDROUS)"
162233.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
162233.2	"NATRII LACTAS"
162233.2	"SODIUM CHLORIDE"
162251.2	"CALCIUM CHLORIDE (DIHYDRATE)"
162251.2	"GLUCOSE (ANHYDROUS)"
162251.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
162251.2	"NATRII LACTAS"
162251.2	"SODIUM CHLORIDE"
162267.2	"CALCIUM CHLORIDE (DIHYDRATE)"
162267.2	"GLUCOSE (ANHYDROUS)"
162267.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
162267.2	"NATRII LACTAS"
162267.2	"SODIUM CHLORIDE"
162276.2	"CALCIUM CHLORIDE (DIHYDRATE)"
162276.2	"GLUCOSE (ANHYDROUS)"
162276.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
162276.2	"NATRII LACTAS"
162276.2	"SODIUM CHLORIDE"
162285.2	"CALCIUM CHLORIDE (DIHYDRATE)"
162285.2	"GLUCOSE (ANHYDROUS)"
162285.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
162285.2	"NATRII LACTAS"
162285.2	"SODIUM CHLORIDE"
162294.2	"CALCIUM CHLORIDE (DIHYDRATE)"
162294.2	"GLUCOSE (ANHYDROUS)"
162294.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
162294.2	"NATRII LACTAS"
162294.2	"SODIUM CHLORIDE"
162303.2	"CARBOMERUM"
162373.2	"DIDANOSINE (DDI)"
162504.2	"FENTICONAZOLE NITRATE"
162513.2	"FENTICONAZOLE NITRATE"
162522.2	"FENTICONAZOLE NITRATE"
162547.2	"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)"
162556.2	"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)"
162565.2	"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)"
162574.2	"IOPROMIDE"
162592.2	"IOPROMIDE"
162601.2	"IOPROMIDE"
162626.2	"CALCIUM FOLINATE"
162696.2	"ACETYLCYSTEINE"
162723.2	"CALCIUM LEVOFOLINATE"
162793.2	"BISOPROLOL (HEMI)FUMARATE"
162793.2	"HYDROCHLOROTHIAZIDE"
162802.2	"BISOPROLOL (HEMI)FUMARATE"
162802.2	"HYDROCHLOROTHIAZIDE"
162811.2	"FLUORESCEIN SODIUM"
162836.2	"CAFFEINE"
162836.2	"PARACETAMOL"
162863.2	"ACIPIMOX"
162942.2	"AMYLMETACRESOL"
162942.2	"DICHLOROBENZYL ALCOHOL"
162951.2	"GLYCOL SALICYLATE"
162951.2	"MEPHENESIN"
162951.2	"METHYL NICOTINATE"
163003.2	"SOYA OIL"
163037.2	"TRAMADOL HYDROCHLORIDE"
163046.2	"TRAMADOL HYDROCHLORIDE"
163055.2	"TRAMADOL HYDROCHLORIDE"
163064.2	"TRAMADOL HYDROCHLORIDE"
163073.2	"PIPERACILLIN SODIUM"
163073.2	"TAZOBACTAM SODIUM"
163091.2	"PIPERACILLIN SODIUM"
163091.2	"TAZOBACTAM SODIUM"
163116.2	"INDAPAMIDE"
163134.2	"VALPROATE SODIUM"
163222.2	"TROPISETRON HYDROCHLORIDE"
163231.2	"TROPISETRON HYDROCHLORIDE"
163256.2	"CAFFEINE"
163256.2	"CODEINE PHOSPHATE HEMIHYDRATE"
163256.2	"PARACETAMOL"
163274.2	"MOMETASONE FUROATE"
163283.2	"MOMETASONE FUROATE"
163292.2	"MOMETASONE FUROATE"
163326.2	"CETRIMIDE"
163326.2	"LIDOCAINE"
163502.2	"CIPROFLOXACIN HYDROCHLORIDE"
163572.2	"ACETYLSALICYLIC ACID"
163581.2	"ACETYLSALICYLIC ACID"
163746.2	"ZOLPIDEM HEMITARTRATE"
163852.2	"POLIOMYELITIS VIRUS"
163861.2	"POLIOMYELITIS VIRUS"
163931.2	"RAMIPRIL"
163947.2	"RAMIPRIL"
163956.2	"RAMIPRIL"
164044.2	"ERYTHROMYCIN"
164306.2	"AMOXICILLIN (TRIHYDRATE)"
164367.2	"HYDROCHLOROTHIAZIDE"
164367.2	"QUINAPRIL (HYDROCHLORIDE)"
164376.2	"HYDROCHLOROTHIAZIDE"
164376.2	"QUINAPRIL (HYDROCHLORIDE)"
164446.2	"DICHLORODIFLUOROMETHANE"
164446.2	"FLUTICASON PROPIONATE"
164446.2	"TRICHLOROMONOFLUOROMETHANUM"
164464.2	"DICHLORODIFLUOROMETHANE"
164464.2	"FLUTICASON PROPIONATE"
164464.2	"TRICHLOROMONOFLUOROMETHANUM"
164561.2	"MELPHALAN"
164595.2	"ALFACALCIDOL"
164622.2	"LITHII SUCCINAS"
164622.2	"ZINC SULFATE (HEPTAHYDRATE)"
164735.2	"FACTOR VIII HUMAN RECOMBINANT (OCTOCOG ALFA)"
164744.2	"DIPHTERIQUE ANTIGENE ADSORBE"
164744.2	"TETANUS TOXOID ADSORBED"
164796.2	"FACTOR VIII HUMAN RECOMBINANT (OCTOCOG ALFA)"
164805.2	"FACTOR VIII HUMAN RECOMBINANT (OCTOCOG ALFA)"
164814.2	"DEXTROMETHORPHAN HYDROBROMIDE"
164841.2	"BUDESONIDE"
164911.2	"GELATINE MODIFIEE"
164911.2	"MAGNESIUM CHLORIDE HEXAHYDRATE"
164911.2	"NATRII LACTAS"
164911.2	"POTASSIUM CHLORIDE"
164911.2	"SODIUM CHLORIDE"
164954.2	"DESMOPRESSIN ACETATE"
164972.2	"MESALAZINE"
164981.2	"HYDROCORTISONE BUTYRATE"
165137.2	"SPIRONOLACTONE"
165173.2	"LACTULOSE"
165252.2	"BUTOCONAZOLE NITRATE"
165277.2	"BUTOCONAZOLE NITRATE"
165313.2	"ALTHAEA FLOS ET RADIX"
165313.2	"ARCHANGELICA OFFICINALIS"
165313.2	"FOENICULI FRUCTUS ET AETHEROLEUM"
165313.2	"ILLICIUM VERUM"
165313.2	"MALLOW FLOWER"
165313.2	"SENNA (LEAF)"
165313.2	"SPIRAEA ULMARIA (FLORES)"
165322.2	"CHONDRUS CRISPUS (CARRAGAHEEN)"
165322.2	"GLYCYRRHIZAE (RADIX)"
165322.2	"ICELAND MOSS"
165322.2	"ILLICIUM VERUM"
165322.2	"PAPAVERIS FRUCTUS"
165322.2	"TRITICUM REPENS (CHIENDENT)"
165331.2	"BEARBERRY"
165331.2	"CERASI PEDUNCULI"
165331.2	"FOENICULI FRUCTUS ET AETHEROLEUM"
165331.2	"FRANGULAE CORTICIS EXTRACTUM"
165331.2	"GLYCYRRHIZAE (RADIX)"
165331.2	"JUNIPER"
165331.2	"PEPPERMINT LEAF"
165331.2	"PIMPINELLA ANISUM FRUCTUS"
165331.2	"SAROTHAMNUS SCOPARIUS (GENET-A-BALAIS)"
165331.2	"SENNA (LEAF)"
165331.2	"SPIRAEA ULMARIA (FLORES)"
165331.2	"TRITICUM REPENS (CHIENDENT)"
165331.2	"WILD PANSY"
165331.2	"ZEAE MAIDI STYLI"
165444.2	"LACTULOSE"
165462.2	"ESTRADIOL"
165462.2	"NORETHISTERONE ACETATE"
165471.2	"DICLOFENAC SODIUM"
165575.2	"CLARITHROMYCINE"
165584.2	"CLINDAMYCIN PHOSPHATE"
165593.2	"ALPROSTADIL"
165672.2	"NITROGLYCERINUM"
165681.2	"RISPERIDONE"
165697.2	"RISPERIDONE"
165706.2	"RISPERIDONE"
165715.2	"RISPERIDONE"
165724.2	"LENOGRASTIM (RHUG-CSF)"
165733.2	"CEFEPIME DIHYDROCHLORIDE MONOHYDRATE"
165742.2	"CEFEPIME DIHYDROCHLORIDE MONOHYDRATE"
165751.2	"ALPRAZOLAM"
165767.2	"ALPRAZOLAM"
165776.2	"IPRATROPIUM BROMIDE ANHYDROUS"
165785.2	"IPRATROPIUM BROMIDE ANHYDROUS"
165794.2	"MINOXIDIL"
165821.2	"LOPERAMIDE HYDROCHLORIDE"
165846.2	"DANAPAROID SODIUM"
165855.2	"BISOPROLOL (HEMI)FUMARATE"
165855.2	"HYDROCHLOROTHIAZIDE"
165961.2	"AZITHROMYCIN (DIHYDRATE)"
165977.2	"CARBOPLATIN"
165986.2	"CARBOPLATIN"
165995.2	"CARBOPLATIN"
166004.2	"COLLAGENUM"
166004.2	"GENTAMICIN (SULFATE)"
166013.2	"COLLAGENUM"
166013.2	"GENTAMICIN (SULFATE)"
166144.2	"ALANINE"
166144.2	"ARGININUM (L) - GLUTAMAS(L)"
166144.2	"ASPARTIC ACID (L)"
166144.2	"CALCIUM CHLORIDE (DIHYDRATE)"
166144.2	"GLUCOSE (ANHYDROUS)"
166144.2	"GLUTAMIC ACID (L)"
166144.2	"GLYCINE"
166144.2	"HISTIDINE"
166144.2	"ISOLEUCINE"
166144.2	"LEUCINE"
166144.2	"LYSINE HYDROCHLORIDE"
166144.2	"MAGNESIUM ACETATE"
166144.2	"METHIONINE"
166144.2	"PHENYLALANINE"
166144.2	"POTASSIUM HYDROXIDE"
166144.2	"PROLINE"
166144.2	"SERINE"
166144.2	"SODIUM (MONO) PHOSPHATE"
166144.2	"SODIUM ACETATE (TRIHYDRATE)"
166144.2	"SODIUM HYDROXYDE"
166144.2	"THREONINE"
166144.2	"TRYPTOPHAN"
166144.2	"VALINE"
166153.2	"ALANINE"
166153.2	"ARGININUM (L) - GLUTAMAS(L)"
166153.2	"ASPARTIC ACID (L)"
166153.2	"CALCIUM CHLORIDE (DIHYDRATE)"
166153.2	"GLUCOSE (ANHYDROUS)"
166153.2	"GLUTAMIC ACID (L)"
166153.2	"GLYCINE"
166153.2	"HISTIDINE"
166153.2	"ISOLEUCINE"
166153.2	"LEUCINE"
166153.2	"LYSINE HYDROCHLORIDE"
166153.2	"MAGNESIUM ACETATE"
166153.2	"METHIONINE"
166153.2	"PHENYLALANINE"
166153.2	"POTASSIUM HYDROXIDE"
166153.2	"PROLINE"
166153.2	"SERINE"
166153.2	"SODIUM (MONO) PHOSPHATE"
166153.2	"SODIUM ACETATE (TRIHYDRATE)"
166153.2	"SODIUM HYDROXYDE"
166153.2	"THREONINE"
166153.2	"TRYPTOPHAN"
166153.2	"VALINE"
166171.2	"BENAZEPRIL HYDROCHLORIDE"
166187.2	"BENAZEPRIL HYDROCHLORIDE"
166196.2	"ACICLOVIR"
166257.2	"AMPHOTERICIN B"
166266.2	"CRYOFLUORANE"
166266.2	"DICHLORODIFLUOROMETHANE"
166266.2	"SALBUTAMOL (SULFATE)"
166266.2	"TRICHLOROMONOFLUOROMETHANUM"
166275.2	"CRYOFLUORANE"
166275.2	"DICHLORODIFLUOROMETHANE"
166275.2	"SALBUTAMOL (SULFATE)"
166275.2	"TRICHLOROMONOFLUOROMETHANUM"
166284.2	"ACETYLSALICYLAS LYSINI"
166293.2	"ACETYLSALICYLAS LYSINI"
166302.2	"AMOROLFINE HYDROCHLORIDE"
166311.2	"CLODRONATE DISODIUM"
166372.2	"HYDROCHLOROTHIAZIDE"
166372.2	"METOPROLOL SUCCINATE"
166424.2	"CYCLOPENTOLATE HYDROCHLORIDE"
166433.2	"CYCLOPENTOLATE HYDROCHLORIDE"
166485.2	"XYLOMETAZOLINE HYDROCHLORIDE"
166494.2	"CARBOMERUM"
166512.2	"VALPROATE SODIUM"
166512.2	"VALPROIC ACID"
166521.2	"VALPROATE SODIUM"
166521.2	"VALPROIC ACID"
166537.2	"NITROGLYCERINUM"
166634.2	"ACETYLCYSTEINE"
166643.2	"ACETYLCYSTEINE"
166652.2	"ACETYLCYSTEINE"
166661.2	"ACETYLCYSTEINE"
166686.2	"SOMATROPIN"
166695.2	"LIDOCAINE HYDROCHLORIDE"
166704.2	"LIDOCAINE HYDROCHLORIDE"
166747.2	"MORPHINE HYDROCHLORIDE"
