"","cti","ActSubst.Name","unit","dosis","DateNew"
"18477",342237,"ESLICARBAZEPINE ACETATE","MG","400.00","04/21/09 00:00:00"
"18478",342246,"ESLICARBAZEPINE ACETATE","MG","400.00","04/21/09 00:00:00"
"18479",342255,"ESLICARBAZEPINE ACETATE","MG","400.00","04/21/09 00:00:00"
"18480",342264,"ESLICARBAZEPINE ACETATE","MG","600.00","04/21/09 00:00:00"
"18481",342273,"ESLICARBAZEPINE ACETATE","MG","600.00","04/21/09 00:00:00"
"18482",342282,"ESLICARBAZEPINE ACETATE","MG","600.00","04/21/09 00:00:00"
"18483",342291,"ESLICARBAZEPINE ACETATE","MG","600.00","04/21/09 00:00:00"
"18484",342307,"ESLICARBAZEPINE ACETATE","MG","600.00","04/21/09 00:00:00"
"18485",342316,"ESLICARBAZEPINE ACETATE","MG","800.00","04/21/09 00:00:00"
"18486",342325,"ESLICARBAZEPINE ACETATE","MG","800.00","04/21/09 00:00:00"
"18487",342334,"ESLICARBAZEPINE ACETATE","MG","800.00","04/21/09 00:00:00"
"18488",342343,"ESLICARBAZEPINE ACETATE","MG","800.00","04/21/09 00:00:00"
"18489",342352,"ESLICARBAZEPINE ACETATE","MG","800.00","04/21/09 00:00:00"
"18490",342361,"ESLICARBAZEPINE ACETATE","MG","800.00","04/21/09 00:00:00"
"18491",342377,"ESLICARBAZEPINE ACETATE","MG","800.00","04/21/09 00:00:00"
"18492",342386,"ESLICARBAZEPINE ACETATE","MG","800.00","04/21/09 00:00:00"
"18493",342395,"ESLICARBAZEPINE ACETATE","MG","800.00","04/21/09 00:00:00"
"18494",342587,"ESLICARBAZEPINE ACETATE","MG","800.00","04/21/09 00:00:00"
"18495",342702,"HYDROMORPHONI HYDROCHLORIDE","MG/ML","2.00",""
"18496",342711,"HYDROMORPHONI HYDROCHLORIDE","MG/ML","10.00",""
"18497",342727,"HYDROMORPHONI HYDROCHLORIDE","MG/ML","20.00",""
"18498",342736,"HYDROMORPHONI HYDROCHLORIDE","MG/ML","50.00",""
"18499",342745,"AMOXICILLIN (TRIHYDRATE)","MG","500.00",""
"18500",342745,"CLAVULANIC ACID (AS POTASSIUM CLAVULANATE)","MG","125.00",""
"18501",342754,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"18502",342754,"LOSARTAN POTASSIUM","MG","50.00",""
"18503",342763,"HYDROCHLOROTHIAZIDE","MG","25.00",""
"18504",342763,"LOSARTAN POTASSIUM","MG","100.00",""
"18505",342772,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"18506",342772,"LOSARTAN POTASSIUM","MG","100.00",""
"18507",342781,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"18508",342781,"LOSARTAN POTASSIUM","MG","100.00",""
"18509",342806,"MIRTAZAPINE","MG","30.00",""
"18510",342815,"RAMIPRIL","MG","5.00",""
"18511",342824,"RAMIPRIL","MG","10.00",""
"18512",342833,"LOPERAMIDE HYDROCHLORIDE","MG","2.00",""
"18513",342842,"PRAZEPAM","MG","10.00",""
"18514",342851,"PRAZEPAM","MG","20.00",""
"18515",342867,"PRAZEPAM","MG/ML","15.00",""
"18516",342876,"DICLOFENAC SODIUM (AS DIETHYLAMMONIUM)","MG/G","10.00",""
"18517",342885,"EFAVIRENZ","MG","600.00",""
"18518",342903,"AZITHROMYCIN (MONOHYDRATE HEMIETHANOLATE)","MG","250.00",""
"18519",342921,"AZITHROMYCIN (MONOHYDRATE HEMIETHANOLATE)","MG","500.00",""
"18520",342946,"DOMPERIDONE","MG","10.00",""
"18521",342964,"PRAZEPAM","MG/ML","15.00",""
"18522",342973,"AMOXICILLIN (TRIHYDRATE)","MG","1000.00",""
"18523",342982,"CALCIUM TRISODIUM DIETHYLENETRIAMINEPENTAACETATE (DTPA)","MG","25.00",""
"18524",342991,"INDAPAMIDE","MCG","625.00",""
"18525",342991,"PERINDOPRIL TERT-BUTYLAMINE (= PERINDOPRIL ERBUMINE)","MG","2.00",""
"18526",343007,"INDAPAMIDE","MG","1.25",""
"18527",343007,"PERINDOPRIL TERT-BUTYLAMINE (= PERINDOPRIL ERBUMINE)","MG","4.00",""
"18528",343016,"CHLOROXYLENOL","MG/G","48.00",""
"18529",343025,"CHLOROXYLENOL","MG/G","48.00",""
"18530",343122,"OXYGEN","","Q.S.",""
"18531",343165,"PAROXETINE (HYDROCHLORIDE ANHYDROUS)","MG","20.00",""
"18532",343174,"TACROLIMUS","MG","3.00",""
"18533",343183,"TACROLIMUS","MG","3.00",""
"18534",343192,"TACROLIMUS","MG","3.00",""
"18535",343244,"NEVIRAPINE (ANHYDRATE)","MG","200.00",""
"18536",343253,"ALBUMIN HUMAN","MG/ML","50.00",""
"18537",343262,"ALBUMIN HUMAN","MG/ML","50.00",""
"18538",343271,"ALBUMIN HUMAN","MG/ML","50.00",""
"18539",343287,"ALBUMIN HUMAN","MG/ML","200.00",""
"18540",343296,"ALBUMIN HUMAN","MG/ML","200.00",""
"18541",343305,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18542",343314,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18543",343323,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18544",343375,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18545",343384,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18546",343393,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18547",343402,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18548",343411,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"18549",343436,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"18550",343445,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"18551",343454,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"18552",343463,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"18553",343472,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"18554",343481,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"18555",343497,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"18556",343506,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"18557",343515,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"18558",343524,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"18559",343533,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"18560",343542,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"18561",343551,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"18562",343567,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"18563",343576,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"18564",343585,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"18565",343594,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"18566",343603,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18567",343612,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18568",343621,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18569",343637,"BLEOMYCIN SULFATE","MG","15.00",""
"18570",343646,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18571",343655,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18572",343664,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18573",343673,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"18574",343682,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"18575",343691,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"18576",343707,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"18577",343716,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"18578",343725,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"18579",343734,"MESALAZINE","MG","2000.00",""
"18580",343743,"CEFUROXIME SODIUM","MG","789.00",""
"18581",343752,"CEFUROXIME SODIUM","MG","1278.00",""
"18582",343761,"CEFUROXIME SODIUM","MG","789.00",""
"18583",343777,"CEFUROXIME SODIUM","MG","1578.00",""
"18584",343786,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"18585",343795,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"18586",343804,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"18587",343813,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"18588",343822,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"18589",343831,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"18590",343847,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"18591",343856,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"18592",343865,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"18593",343874,"ULIPRISTAL ACETATE","MG","30.00","05/15/09 00:00:00"
"18594",343953,"TAMSULOSIN HYDROCHLORIDE","MG","0.40",""
"18595",343996,"METHOXSALEN","MCG/ML","20.00",""
"18596",344005,"CAPTOPRIL","MG","25.00",""
"18597",344014,"CAPTOPRIL","MG","50.00",""
"18598",344023,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18599",344032,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18600",344041,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18601",344057,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18602",344066,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18603",344075,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18604",344084,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18605",344093,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18606",344102,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18607",344111,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18608",344127,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18609",344136,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18610",344145,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18611",344154,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18612",344163,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18613",344172,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18614",344181,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18615",344197,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18616",344206,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18617",344215,"PANTOPRAZOLE (SODIUM SESQUIHYDRATE)","MG","20.00",""
"18618",344224,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18619",344233,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"18620",344242,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"18621",344251,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"18622",344267,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"18623",344276,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"18624",344285,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"18625",344294,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"18626",344312,"SEVELAMER CARBONATE","MG","800.00",""
"18627",344321,"SEVELAMER CARBONATE","MG","800.00",""
"18628",344337,"SEVELAMER CARBONATE","MG","800.00",""
"18629",344346,"SEVELAMER CARBONATE","MG","1600.00",""
"18630",344355,"SEVELAMER CARBONATE","MG","1600.00",""
"18631",344364,"SEVELAMER CARBONATE","MG","2400.00",""
"18632",344373,"SEVELAMER CARBONATE","MG","2400.00",""
"18633",344382,"TACROLIMUS (MONOHYDRATE)","MG","0.20",""
"18634",344391,"TACROLIMUS (MONOHYDRATE)","MG","1.00",""
"18635",344407,"CAPSAICIN","MG","179.00","05/15/09 00:00:00"
"18636",344416,"CAPSAICIN","MG","179.00","05/15/09 00:00:00"
"18637",344443,"OMALIZUMAB","MG","75.00",""
"18638",344452,"OMALIZUMAB","MG","75.00",""
"18639",344461,"OMALIZUMAB","MG","75.00",""
"18640",344477,"OMALIZUMAB","MG","150.00",""
"18641",344486,"OMALIZUMAB","MG","150.00",""
"18642",344495,"OMALIZUMAB","MG","150.00",""
"18643",344504,"NICOTINUM (POLACRILIN)","MG","2.00",""
"18644",344513,"NICOTINUM (POLACRILIN)","MG","4.00",""
"18645",344522,"GEFITINIB","MG","250.00","06/24/09 00:00:00"
"18646",344583,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"18647",344583,"LOSARTAN POTASSIUM","MG","50.01",""
"18648",344592,"HYDROCHLOROTHIAZIDE","MG","25.01",""
"18649",344592,"LOSARTAN POTASSIUM","MG","100.02",""
"18650",344601,"XENON","","Q.S.","07/10/09 00:00:00"
"18651",344617,"ATROPINE SULFATE","MG/ML","1.00",""
"18652",344626,"ATROPINE SULFATE","MG/ML","0.50",""
"18653",344635,"ATROPINE SULFATE","MG/ML","0.25",""
"18654",344644,"METFORMIN HYDROCHLORIDE","MG","500.00",""
"18655",344653,"METFORMIN HYDROCHLORIDE","MG","500.00",""
"18656",344662,"METFORMIN HYDROCHLORIDE","MG","850.00",""
"18657",344671,"METFORMIN HYDROCHLORIDE","MG","850.00",""
"18658",344687,"METFORMIN HYDROCHLORIDE","MG","1000.00",""
"18659",344696,"METFORMIN HYDROCHLORIDE","MG","1000.00",""
"18660",344723,"MACROGOL 3350","MG","13125.00",""
"18661",344723,"POTASSIUM CHLORIDE","MG","46.60",""
"18662",344723,"SODIUM CHLORIDE","MG","350.70",""
"18663",344723,"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)","MG","178.50",""
"18664",344766,"ROPINIROLE (HYDROCHLORIDE)","MG","0.25",""
"18665",344775,"ROPINIROLE (HYDROCHLORIDE)","MG","0.50",""
"18666",344784,"ROPINIROLE (HYDROCHLORIDE)","MG","1.00",""
"18667",344793,"ROPINIROLE (HYDROCHLORIDE)","MG","2.00",""
"18668",344802,"ROPINIROLE (HYDROCHLORIDE)","MG","5.00",""
"18669",344827,"AZITHROMYCIN (DIHYDRATE)","MG","250.00",""
"18670",344836,"AZITHROMYCIN (DIHYDRATE)","MG","250.00",""
"18671",344845,"AZITHROMYCIN (DIHYDRATE)","MG","500.00",""
"18672",344854,"AZITHROMYCIN (DIHYDRATE)","MG","500.00",""
"18673",344863,"ROSUVASTATIN CALCIUM","MG","20.80",""
"18674",344872,"CIPROFLOXACIN HYDROCHLORIDE","MG","291.00",""
"18675",344881,"IRBESARTAN","MG","75.00",""
"18676",344897,"IRBESARTAN","MG","75.00",""
"18677",344906,"IRBESARTAN","MG","75.00",""
"18678",344915,"IRBESARTAN","MG","150.00",""
"18679",344924,"IRBESARTAN","MG","150.00",""
"18680",344933,"IRBESARTAN","MG","150.00",""
"18681",344942,"IRBESARTAN","MG","300.00",""
"18682",344951,"IRBESARTAN","MG","300.00",""
"18683",344967,"IRBESARTAN","MG","300.00",""
"18684",344976,"CANDESARTAN CILEXETIL","MG","4.00",""
"18685",344985,"CANDESARTAN CILEXETIL","MG","4.00",""
"18686",344994,"CANDESARTAN CILEXETIL","MG","8.00",""
"18687",345003,"CANDESARTAN CILEXETIL","MG","8.00",""
"18688",345012,"CANDESARTAN CILEXETIL","MG","16.00",""
"18689",345021,"CANDESARTAN CILEXETIL","MG","16.00",""
"18690",345037,"CANDESARTAN CILEXETIL","MG","32.00",""
"18691",345046,"CANDESARTAN CILEXETIL","MG","32.00",""
"18692",345055,"CANDESARTAN CILEXETIL","MG","32.00",""
"18693",345055,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"18694",345064,"CANDESARTAN CILEXETIL","MG","32.00",""
"18695",345064,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"18696",345073,"CANDESARTAN CILEXETIL","MG","32.00",""
"18697",345073,"HYDROCHLOROTHIAZIDE","MG","25.00",""
"18698",345091,"GEMCITABINE HYDROCHLORIDE","MG","1138.50",""
"18699",345107,"GEMCITABINE HYDROCHLORIDE","MG","227.70",""
"18700",345116,"HYDROXYETHYL-O-(BETA-)-RUTOSIDEA","MG","500.00",""
"18701",345125,"CLINDAMYCIN PHOSPHATE","MG","356.46",""
"18702",345134,"CLINDAMYCIN PHOSPHATE","MG","712.92",""
"18703",345143,"CLINDAMYCIN PHOSPHATE","","1069.38",""
"18704",345152,"CLOPIDOGREL HYDROCHLORIDE","MG","83.48",""
"18705",345161,"FLUCONAZOLE","MG/ML","2.00",""
"18706",345177,"FLUCONAZOLE","MG/ML","2.00",""
"18707",345186,"SODIUM CHLORIDE","MG/ML","9.00",""
"18708",345195,"SODIUM CHLORIDE","MG/ML","9.00",""
"18709",345204,"SODIUM CHLORIDE","MG/ML","9.00",""
"18710",345213,"DORZOLAMIDE (HYDROCHLORIDE)","MG/ML","20.00",""
"18711",345213,"TIMOLOL (MALEATE)","MG/ML","5.00",""
"18712",345222,"GEMCITABINE HYDROCHLORIDE","MG","228.00",""
"18713",345231,"GEMCITABINE HYDROCHLORIDE","MG","1140.00",""
"18714",345247,"EZETIMIBE","MG","10.00",""
"18715",345256,"ROSUVASTATIN CALCIUM","MG","10.40",""
"18716",345265,"ROSUVASTATIN CALCIUM","MG","20.80",""
"18717",345274,"ROSUVASTATIN CALCIUM","MG","41.60",""
"18718",345283,"ALENDRONIC ACID (AS SODIUM)","MG","70.00",""
"18719",345292,"PIROXICAM-BETA-CYCLODEXTRINUM","MG","191.20",""
"18720",345301,"LORAZEPAM","MG","2.50",""
"18721",345371,"BETAHISTINE HYDROCHLORIDE","MG","8.00",""
"18722",345387,"BETAHISTINE HYDROCHLORIDE","MG","16.00",""
"18723",345396,"BISOPROLOL (HEMI)FUMARATE","MG","10.00",""
"18724",345405,"GOSERELIN (ACETATE)","MG","3.60",""
"18725",345414,"CLINDAMYCIN (HYDROCHLORIDE)","MG","300.00",""
"18726",345466,"GEMCITABINE HYDROCHLORIDE","MG","228.00",""
"18727",345475,"GEMCITABINE HYDROCHLORIDE","MG","1140.00",""
"18728",345484,"TERLIPRESSIN ACETATE","MG","1.00",""
"18729",345493,"TAMOXIFEN CITRATE","MG","30.40",""
"18730",345502,"IRON (SUCROSE)","MG/ML","20.00",""
"18731",345511,"LEVOFLOXACIN HEMIHYDRATE","MG","256.23",""
"18732",345527,"LEVOFLOXACIN HEMIHYDRATE","MG","512.46",""
"18733",345554,"DONEPEZIL HYDROCHLORIDE","MG","5.00",""
"18734",345563,"DONEPEZIL HYDROCHLORIDE","MG","5.00",""
"18735",345572,"DONEPEZIL HYDROCHLORIDE","MG","10.00",""
"18736",345581,"DONEPEZIL HYDROCHLORIDE","MG","10.00",""
"18737",345597,"FLUOROURACIL","MG/ML","50.00",""
"18738",345606,"FLUOROURACIL","MG/ML","50.00",""
"18739",345615,"FLUOROURACIL","MG/ML","50.00",""
"18740",345624,"FLUOROURACIL","MG/ML","50.00",""
"18741",345633,"OXYGEN","","Q.S.",""
"18742",345642,"GLICLAZIDE","MG","30.00",""
"18743",345651,"GLICLAZIDE","MG","30.00",""
"18744",345764,"LUTEINISING HORMONE","IU","450.00",""
"18745",345773,"MONTELUKAST SODIUM","MG","4.16",""
"18746",345782,"MONTELUKAST SODIUM","MG","5.20",""
"18747",345791,"MONTELUKAST SODIUM","MG","10.40",""
"18748",345807,"LERCANIDIPINE HYDROCHLORIDE","MG","10.00",""
"18749",345816,"LERCANIDIPINE HYDROCHLORIDE","MG","10.00",""
"18750",345825,"LERCANIDIPINE HYDROCHLORIDE","MG","10.00",""
"18751",345834,"LERCANIDIPINE HYDROCHLORIDE","MG","20.00",""
"18752",345843,"LERCANIDIPINE HYDROCHLORIDE","MG","20.00",""
"18753",345852,"LERCANIDIPINE HYDROCHLORIDE","MG","20.00",""
"18754",345877,"ACECLOFENAC","MG","100.00",""
"18755",345895,"ILOPROST","MCG/ML","10.00",""
"18756",345904,"ILOPROST","MCG/ML","10.00",""
"18757",345913,"LERCANIDIPINE HYDROCHLORIDE","MG","10.00",""
"18758",345922,"LERCANIDIPINE HYDROCHLORIDE","MG","10.00",""
"18759",345931,"LERCANIDIPINE HYDROCHLORIDE","MG","20.00",""
"18760",345947,"LERCANIDIPINE HYDROCHLORIDE","MG","20.00",""
"18761",345956,"ALUMINIUM OXIDE","G","2.20",""
"18762",345956,"MAGNESIUM HYDROXIDE","G","3.80",""
"18763",345965,"ALUMINIUM OXIDE","G","9.00",""
"18764",345965,"MAGNESIUM HYDROXIDE","G","6.00",""
"18765",345974,"LERCANIDIPINE HYDROCHLORIDE","MG","10.00",""
"18766",345983,"LERCANIDIPINE HYDROCHLORIDE","MG","10.00",""
"18767",345992,"LERCANIDIPINE HYDROCHLORIDE","MG","10.00",""
"18768",346001,"LERCANIDIPINE HYDROCHLORIDE","MG","20.00",""
"18769",346017,"LERCANIDIPINE HYDROCHLORIDE","MG","20.00",""
"18770",346026,"LERCANIDIPINE HYDROCHLORIDE","MG","20.00",""
"18771",346035,"CALCIUM CARBONATE","MG","1250.00",""
"18772",346035,"COLECALCIFEROL","MCG","10.00",""
"18773",346035,"RISEDRONATE SODIUM","MG","35.00",""
"18774",346044,"ZOLMITRIPTAN","MG","2.50",""
"18775",346053,"ZOLMITRIPTAN","MG","5.00",""
"18776",346062,"ZOLMITRIPTAN","MG","2.50",""
"18777",346071,"ZOLMITRIPTAN","MG","5.00",""
"18778",346087,"TAMSULOSIN HYDROCHLORIDE","MG","0.40",""
"18779",346096,"ZOLPIDEM HEMITARTRATE","MG","10.00",""
"18780",346114,"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)","IU/ML","30.00",""
"18781",346114,"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM","IU/ML","70.00",""
"18782",346123,"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)","IU/ML","30.00",""
"18783",346123,"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM","IU/ML","70.00",""
"18784",346132,"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)","IU/ML","30.00",""
"18785",346132,"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM","IU/ML","70.00",""
"18786",346141,"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)","IU/ML","30.00",""
"18787",346141,"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM","IU/ML","70.00",""
"18788",346157,"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)","IU/ML","30.00",""
"18789",346157,"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM","IU/ML","70.00",""
"18790",346166,"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)","IU/ML","30.00",""
"18791",346166,"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM","IU/ML","70.00",""
"18792",346175,"SUNITINIB (MALATE)","MG","37.50",""
"18793",346184,"SUNITINIB (MALATE)","MG","37.50",""
"18794",346193,"ETANERCEPT","MG","50.00",""
"18795",346202,"ETANERCEPT","MG","50.00",""
"18796",346211,"ETANERCEPT","MG","50.00",""
"18797",346227,"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)","IU/ML","30.00",""
"18798",346227,"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM","IU/ML","70.00",""
"18799",346236,"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)","IU/ML","30.00",""
"18800",346236,"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM","IU/ML","70.00",""
"18801",346245,"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)","IU/ML","30.00",""
"18802",346245,"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM","IU/ML","70.00",""
"18803",346254,"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)","IU/ML","30.00",""
"18804",346254,"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM","IU/ML","70.00",""
"18805",346263,"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)","IU/ML","30.00",""
"18806",346263,"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM","IU/ML","70.00",""
"18807",346272,"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)","IU/ML","30.00",""
"18808",346272,"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM","IU/ML","70.00",""
"18809",346281,"TIPRANAVIR","MG/ML","100.00",""
"18810",346297,"METFORMIN HYDROCHLORIDE","MG","850.00",""
"18811",346297,"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)","MG","50.00",""
"18812",346306,"METFORMIN HYDROCHLORIDE","MG","1000.00",""
"18813",346306,"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)","MG","50.00",""
"18814",346315,"METFORMIN HYDROCHLORIDE","MG","850.00",""
"18815",346315,"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)","MG","50.00",""
"18816",346324,"METFORMIN HYDROCHLORIDE","MG","1000.00",""
"18817",346324,"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)","MG","50.00",""
"18818",346342,"METFORMIN HYDROCHLORIDE","MG","850.00",""
"18819",346342,"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)","MG","50.00",""
"18820",346351,"METFORMIN HYDROCHLORIDE","MG","1000.00",""
"18821",346351,"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)","MG","50.00",""
"18822",346367,"LERCANIDIPINE HYDROCHLORIDE","MG","10.00",""
"18823",346376,"LERCANIDIPINE HYDROCHLORIDE","MG","10.00",""
"18824",346385,"LERCANIDIPINE HYDROCHLORIDE"," G","20.00",""
"18825",346394,"LERCANIDIPINE HYDROCHLORIDE","MG","20.00",""
"18826",346455,"MYCOPHENOLATE MOFETIL","MG","250.00",""
"18827",346464,"REPAGLINIDE","MG","0.50",""
"18828",346473,"REPAGLINIDE","MG","0.50",""
"18829",346482,"REPAGLINIDE","MG","0.50",""
"18830",346491,"REPAGLINIDE","MG","0.50",""
"18831",346507,"REPAGLINIDE","MG","0.50",""
"18832",346516,"REPAGLINIDE","MG","1.00",""
"18833",346525,"REPAGLINIDE","MG","1.00",""
"18834",346534,"REPAGLINIDE","MG","1.00",""
"18835",346543,"REPAGLINIDE","MG","1.00",""
"18836",346552,"REPAGLINIDE","MG","1.00",""
"18837",346561,"REPAGLINIDE","MG","2.00",""
"18838",346577,"REPAGLINIDE","MG","2.00",""
"18839",346586,"REPAGLINIDE","MG","2.00",""
"18840",346595,"REPAGLINIDE","MG","2.00",""
"18841",346604,"REPAGLINIDE","MG","2.00",""
"18842",346613,"LIRAGLUTIDE","MG/ML","6.00","06/30/09 00:00:00"
"18843",346622,"LIRAGLUTIDE","MG/ML","6.00","06/30/09 00:00:00"
"18844",346631,"LIRAGLUTIDE","MG/ML","6.00","06/30/09 00:00:00"
"18845",346647,"LIRAGLUTIDE","MG/ML","6.00","06/30/09 00:00:00"
